Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
AAPL,AMZN,DIS.SN,AAPL,AMZN,DIS.SN,AAPL,AMZN,DIS.SN,AAPL,AMZN,DIS.SN,AAPL,AMZN,DIS.SN,AAPL,AMZN,DIS.SN
38.04704666137695,76.95649719238281,111.07137298583984,39.47999954223633,76.95649719238281,112.41000366210938,39.712501525878906,77.66799926757812,112.41000366210938,38.557498931884766,73.04650115966797,112.41000366210938,38.72249984741211,73.26000213623047,112.41000366210938,148158800.0,159662000.0,0.0
34.25728225708008,75.01399993896484,111.07137298583984,35.54750061035156,75.01399993896484,112.41000366210938,36.43000030517578,76.9000015258789,112.41000366210938,35.5,74.85549926757812,112.41000366210938,35.994998931884766,76.00050354003906,112.41000366210938,365248800.0,139512000.0,0.0
35.71969985961914,78.76950073242188,111.07137298583984,37.064998626708984,78.76950073242188,112.41000366210938,37.13750076293945,79.69999694824219,112.41000366210938,35.95000076293945,75.91549682617188,112.41000366210938,36.13249969482422,76.5,112.41000366210938,234428400.0,183652000.0,0.0
35.640193939208984,81.47550201416016,111.07137298583984,36.98249816894531,81.47550201416016,112.41000366210938,37.20750045776367,81.72799682617188,112.41000366210938,36.474998474121094,79.45950317382812,112.41000366210938,37.17499923706055,80.1155014038086,112.41000366210938,219111200.0,159864000.0,0.0
36.31961441040039,82.8290023803711,110.15245056152344,37.6875,82.8290023803711,111.4800033569336,37.95500183105469,83.83049774169922,111.4800033569336,37.130001068115234,80.83049774169922,111.4800033569336,37.38999938964844,83.2344970703125,111.4800033569336,164101200.0,177628000.0,55.0
36.936378479003906,82.97100067138672,110.15245056152344,38.32749938964844,82.97100067138672,111.4800033569336,38.63249969482422,83.38999938964844,111.4800033569336,37.407501220703125,82.06999969482422,111.4800033569336,37.8224983215332,82.64900207519531,111.4800033569336,180396400.0,126976000.0,0.0
37.0544319152832,82.81099700927734,110.15245056152344,38.45000076293945,82.81099700927734,111.4800033569336,38.49250030517578,83.1624984741211,111.4800033569336,37.71500015258789,81.08100128173828,111.4800033569336,38.125,82.05049896240234,111.4800033569336,143122800.0,130154000.0,0.0
36.690635681152344,82.02799987792969,110.15245056152344,38.0724983215332,82.02799987792969,111.4800033569336,38.42499923706055,83.0145034790039,111.4800033569336,37.877498626708984,81.81099700927734,111.4800033569336,38.220001220703125,82.02749633789062,111.4800033569336,108092800.0,93724000.0,0.0
36.138912200927734,80.8604965209961,110.15245056152344,37.5,80.8604965209961,111.4800033569336,37.817501068115234,82.41000366210938,111.4800033569336,37.30500030517578,79.75749969482422,111.4800033569336,37.712501525878906,80.75,111.4800033569336,129756800.0,120118000.0,0.0
36.8785514831543,83.72799682617188,110.15245056152344,38.26750183105469,83.72799682617188,111.4800033569336,38.34749984741211,83.75800323486328,111.4800033569336,37.51250076293945,81.30049896240234,111.4800033569336,37.567501068115234,81.5999984741211,111.4800033569336,114843600.0,119970000.0,0.0
37.329097747802734,84.18900299072266,110.15245056152344,38.73500061035156,84.18900299072266,111.4800033569336,38.970001220703125,85.25,111.4800033569336,38.25,83.79399871826172,111.4800033569336,38.27000045776367,84.21099853515625,111.4800033569336,122278800.0,127338000.0,0.0
37.55073928833008,84.66100311279297,110.15245056152344,38.96500015258789,84.66100311279297,111.4800033569336,39.415000915527344,85.00849914550781,111.4800033569336,38.314998626708984,83.875,111.4800033569336,38.54999923706055,84.0,111.4800033569336,119284800.0,84178000.0,0.0
37.78202819824219,84.80999755859375,110.15245056152344,39.20500183105469,84.80999755859375,111.4800033569336,39.470001220703125,85.80999755859375,111.4800033569336,38.994998931884766,84.5770034790039,111.4800033569336,39.375,85.5999984741211,111.4800033569336,135004000.0,120410000.0,0.0
,,110.15245056152344,,,111.4800033569336,,,111.4800033569336,,,111.4800033569336,,,111.4800033569336,,,0.0
36.93396759033203,81.6084976196289,110.15245056152344,38.32500076293945,81.6084976196289,111.4800033569336,39.182498931884766,84.09349822998047,111.4800033569336,38.154998779296875,80.51000213623047,111.4800033569336,39.102500915527344,84.05000305175781,111.4800033569336,121576000.0,128336000.0,0.0
37.083343505859375,82.0009994506836,110.15245056152344,38.47999954223633,82.0009994506836,111.4800033569336,38.78499984741211,82.87149810791016,111.4800033569336,37.92499923706055,80.5999984741211,111.4800033569336,38.537498474121094,82.80000305175781,111.4800033569336,92522400.0,104504000.0,0.0
36.78940963745117,82.74649810791016,110.15245056152344,38.17499923706055,82.74649810791016,111.4800033569336,38.619998931884766,82.86299896240234,111.4800033569336,37.935001373291016,81.58899688720703,111.4800033569336,38.52750015258789,82.05349731445312,111.4800033569336,101766000.0,81798000.0,0.0
38.00849533081055,83.52850341796875,110.15245056152344,39.439998626708984,83.52850341796875,111.4800033569336,39.532501220703125,84.17400360107422,111.4800033569336,38.58000183105469,83.08049774169922,111.4800033569336,38.869998931884766,83.5250015258789,111.4800033569336,134142000.0,98918000.0,0.0
37.65674591064453,81.89450073242188,110.15245056152344,39.07500076293945,81.89450073242188,111.4800033569336,39.08250045776367,82.25,111.4800033569336,38.415000915527344,80.70449829101562,111.4800033569336,38.9474983215332,82.17949676513672,111.4800033569336,104768400.0,96754000.0,0.0
37.26644515991211,79.69400024414062,110.15245056152344,38.66999816894531,79.69400024414062,111.4800033569336,39.532501220703125,81.61900329589844,111.4800033569336,38.52750015258789,79.53600311279297,111.4800033569336,39.0625,81.5634994506836,111.4800033569336,166348800.0,92656000.0,0.0
